

[LC Chromatogram(Detector A-Ch1)]
Interval(msec)	500
# of Points	1201
Start Time(min)	0.000
End Time(min)	10.000
Intensity Units	mV
Intensity Multiplier	0.001
Wavelength(nm)	260nm
R.Time (min)	Intensity
6.03333	1266
6.04167	1250
6.05000	1234
6.05833	1217
6.06667	1201
6.07500	1185
6.08333	1170
6.09167	1156
6.10000	1142
6.10833	1127
6.11667	1112
6.12500	1098
6.13333	1085
6.14167	1072
6.15000	1060
6.15833	1048
6.16667	1037
6.17500	1027
6.18333	1017
6.19167	1008
6.20000	998
6.20833	988
6.21667	979
6.22500	971
6.23333	963
6.24167	956
6.25000	948
6.25833	941
6.26667	936
6.27500	931
6.28333	926
6.29167	921
6.30000	917
6.30833	913
6.31667	911
6.32500	908
6.33333	907
6.34167	907
6.35000	907
6.35833	907
6.36667	909
6.37500	911
6.38333	914
6.39167	918
6.40000	923
6.40833	929
6.41667	933
6.42500	939
6.43333	945
6.44167	952
6.45000	958
6.45833	964
6.46667	969
6.47500	972
6.48333	977
6.49167	981
6.50000	984
6.50833	987
6.51667	990
6.52500	991
6.53333	990
6.54167	988
6.55000	986
6.55833	983
6.56667	978
6.57500	971
6.58333	964
6.59167	957
6.60000	949
6.60833	940
6.61667	929
6.62500	917
6.63333	905
6.64167	894
6.65000	883
6.65833	870
6.66667	858
6.67500	845
6.68333	833
6.69167	822
6.70000	811
6.70833	801
6.71667	790
6.72500	780
6.73333	770
6.74167	761
6.75000	752
6.75833	746
6.76667	739
6.77500	733
6.78333	726
6.79167	718
6.80000	709
6.80833	700
6.81667	691
6.82500	681
6.83333	670
6.84167	658
6.85000	646
6.85833	634
6.86667	620
6.87500	606
6.88333	592
6.89167	580
6.90000	568
6.90833	557
6.91667	545
6.92500	534
6.93333	525
6.94167	516
6.95000	508
6.95833	501
6.96667	494
6.97500	487
6.98333	480
6.99167	474
7.00000	470
7.00833	467
7.01667	463
7.02500	457
7.03333	453
7.04167	448
7.05000	445
7.05833	441
7.06667	438
7.07500	434
7.08333	432
7.09167	430
7.10000	427
7.10833	423
7.11667	421
7.12500	419
7.13333	416
7.14167	413
7.15000	409
7.15833	406
7.16667	402
7.17500	399
7.18333	397
7.19167	395
7.20000	393
7.20833	391
7.21667	388
7.22500	385
7.23333	383
7.24167	380
7.25000	376
7.25833	374
7.26667	371
7.27500	369
7.28333	367
7.29167	365
7.30000	363
7.30833	361
7.31667	359
7.32500	357
7.33333	354
7.34167	353
7.35000	351
7.35833	350
7.36667	348
7.37500	346
7.38333	343
7.39167	340
7.40000	338
7.40833	336
7.41667	333
7.42500	330
7.43333	329
7.44167	327
7.45000	325
7.45833	323
7.46667	321
7.47500	319
7.48333	317
7.49167	315
7.50000	312
7.50833	309
7.51667	307
7.52500	306
7.53333	305
7.54167	304
7.55000	302
7.55833	301
7.56667	299
7.57500	298
7.58333	296
7.59167	294
7.60000	291
7.60833	288
7.61667	286
7.62500	285
7.63333	284
7.64167	282
7.65000	281
7.65833	280
7.66667	279
7.67500	278
7.68333	277
7.69167	276
7.70000	275
7.70833	274
7.71667	274
7.72500	272
7.73333	270
7.74167	268
7.75000	266
7.75833	264
7.76667	261
7.77500	260
7.78333	260
7.79167	261
7.80000	260
7.80833	257
7.81667	255
7.82500	253
7.83333	251
7.84167	249
7.85000	247
7.85833	246
7.86667	244
7.87500	242
7.88333	241
7.89167	240
7.90000	239
7.90833	238
7.91667	235
7.92500	233
7.93333	232
7.94167	232
7.95000	231
7.95833	229
7.96667	228
7.97500	226
7.98333	225
7.99167	224
8.00000	223
8.00833	221
8.01667	219
8.02500	217
8.03333	216
8.04167	214
8.05000	213
8.05833	212
8.06667	212
8.07500	211
8.08333	209
8.09167	207
8.10000	206
8.10833	206
8.11667	206
8.12500	205
8.13333	204
8.14167	203
8.15000	202
8.15833	201
8.16667	201
8.17500	200
8.18333	199
8.19167	198
8.20000	196
8.20833	194
8.21667	193
8.22500	193
8.23333	192
8.24167	191
8.25000	190
8.25833	188
8.26667	186
8.27500	186
8.28333	185
8.29167	184
8.30000	183
8.30833	181
8.31667	180
8.32500	178
8.33333	177
8.34167	175
8.35000	174
8.35833	174
8.36667	173
8.37500	172
8.38333	171
8.39167	169
8.40000	168
8.40833	168
8.41667	168
8.42500	167
8.43333	166
8.44167	165
8.45000	164
8.45833	163
8.46667	163
8.47500	162
8.48333	162
8.49167	160
8.50000	160
8.50833	159
8.51667	159
8.52500	158
8.53333	158
8.54167	157
8.55000	155
8.55833	154
8.56667	152
8.57500	151
8.58333	151
8.59167	151
8.60000	151
8.60833	149
8.61667	148
8.62500	147
8.63333	147
8.64167	147
8.65000	147
8.65833	146
8.66667	145
8.67500	144
8.68333	143
8.69167	142
8.70000	141
8.70833	141
8.71667	141
8.72500	141
8.73333	140
8.74167	140
8.75000	139
8.75833	138
8.76667	137
8.77500	136
8.78333	134
8.79167	133
8.80000	133
8.80833	133
8.81667	132
8.82500	131
8.83333	131
8.84167	131
8.85000	131
8.85833	131
8.86667	130
8.87500	129
8.88333	128
8.89167	128
8.90000	129
8.90833	129
8.91667	128
8.92500	127
8.93333	127
8.94167	126
8.95000	126
8.95833	125
8.96667	124
8.97500	123
8.98333	122
8.99167	123
9.00000	123
9.00833	122
9.01667	122
9.02500	121
9.03333	122
9.04167	121
9.05000	119
9.05833	117
9.06667	116
9.07500	116
9.08333	115
9.09167	113
9.10000	113
9.10833	113
9.11667	112
9.12500	111
9.13333	110
9.14167	109
9.15000	110
9.15833	110
9.16667	110
9.17500	109
9.18333	108
9.19167	107
9.20000	106
9.20833	106
9.21667	106
9.22500	105
9.23333	105
9.24167	104
9.25000	104
9.25833	104
9.26667	104
9.27500	103
9.28333	102
9.29167	101
9.30000	101
9.30833	100
9.31667	99
9.32500	98
9.33333	98
9.34167	99
9.35000	99
9.35833	99
9.36667	99
9.37500	98
9.38333	96
9.39167	95
9.40000	94
9.40833	92
9.41667	92
9.42500	92
9.43333	91
9.44167	89
9.45000	88
9.45833	87
9.46667	86
9.47500	85
9.48333	85
9.49167	85
9.50000	85
9.50833	84
9.51667	83
9.52500	82
9.53333	81
9.54167	81
9.55000	80
9.55833	79
9.56667	79
9.57500	79
9.58333	80
9.59167	81
9.60000	81
9.60833	79
9.61667	78
9.62500	77
9.63333	76
9.64167	77
9.65000	76
9.65833	74
9.66667	74
9.67500	75
9.68333	75
9.69167	73
9.70000	72
9.70833	72
9.71667	73
9.72500	72
9.73333	71
9.74167	70
9.75000	70
9.75833	69
9.76667	69
9.77500	69
9.78333	70
9.79167	70
9.80000	70
9.80833	69
9.81667	69
9.82500	68
9.83333	67
9.84167	66
9.85000	66
9.85833	66
9.86667	66
9.87500	66
9.88333	65
9.89167	65
9.90000	65
9.90833	63
9.91667	63
9.92500	62
9.93333	61
9.94167	61
9.95000	62
9.95833	61
9.96667	62
9.97500	62
9.98333	62
9.99167	63
10.00000	63








